name,position,adp
Charles Sims,RB48,137.8
Steve Johnson,WR52,143.0
Joe Flacco,QB17,143.0
Antonio Gates,TE14,144.0
Dwayne Allen,TE15,144.3
Colin Kaepernick,QB18,144.5
Michael Crabtree,WR53,145.8
Carson Palmer,QB19,148.8
Brian Quick,WR54,150.0
Kenny Stills,WR55,150.0
Austin Seferian-Jenkins,TE16,150.8
Matt Jones,RB49,155.3
New York Jets DST,DST5,155.3
David Cobb,RB50,155.5
Roy Helu,RB51,155.5
Andre Williams,RB52,156.3
Miami Dolphins DST,DST6,157.3
DeAngelo Williams,RB53,158.5
Adam Vinatieri,K2,158.8
Jay Cutler,QB20,159.0
Arizona Cardinals DST,DST7,161.0
Jordy Nelson,WR56,89.7
Doug Baldwin,WR57,162.3
Percy Harvin,WR58,162.8
Ronnie Hillman,RB54,166.3
Rueben Randle,WR59,166.8
Marvin Jones Jr.,WR60,166.8
Vernon Davis,TE17,167.3
Josh Hill,TE18,167.3
Dorial Green-Beckham,WR61,167.3
Denver Broncos DST,DST8,172.5
Brandon Coleman,WR62,173.3
Phillip Dorsett II,WR63,176.0
Cody Latimer,WR64,177.0
Derek Carr,QB21,178.3
Fred Jackson,RB55,179.3
Philadelphia Eagles DST,DST9,179.8
Jordan Reed,TE19,181.8
Marcus Mariota,QB22,182.3
Cameron Artis-Payne,RB56,186.8
Denard Robinson,RB57,188.0
Carolina Panthers DST,DST10,190.0
Richard Rodgers,TE20,192.5
New England Patriots DST,DST11,195.5
Ty Montgomery II,RB58,199.8
Kevin White,WR65,141.3
Coby Fleener,TE21,142.3
Kelvin Benjamin,WR66,142.7
Christine Michael,RB59,209.3
Baltimore Ravens DST,DST12,209.5
Kansas City Chiefs DST,DST13,210.8
Tyler Lockett,WR67,214.0
Allen Hurns,WR68,214.5
Andy Dalton,QB23,162.3
Jameis Winston,QB24,162.7
Tyrod Taylor,QB25,216.8
James Jones,WR69,217.3
Jonas Gray,RB60,167.0
Eric Ebron,TE22,167.0
James Starks,RB61,221.5
Stephen Hauschka,K3,172.3
Reggie Wayne,WR70,174.3
Jeff Janis,WR71,225.8
Mason Crosby,K4,176.7
Montee Ball,RB62,176.7
Jay Ajayi,RB63,177.7
Green Bay Packers DST,DST14,182.7
Khiry Robinson,RB64,232.5
Larry Donnell,TE23,186.0
Cody Parkey,K5,186.7
Dan Bailey,K6,187.7
Indianapolis Colts DST,DST15,237.5
Charles Clay,TE24,191.3
Minnesota Vikings DST,DST16,238.0
Kenny Britt,WR72,195.0
Justin Tucker,K7,195.0
Nick Foles,QB26,196.0
Ladarius Green,TE25,196.3
Alex Smith,QB27,198.3
Heath Miller,TE26,199.7
Donte Moncrief,WR73,203.3
Dwayne Bowe,WR74,204.3
Blake Bortles,QB28,204.7
Terrance West,RB65,206.7
Jerick McKinnon,RB66,209.3
James White,RB67,210.7
Dan Herron,RB68,215.7
Theo Riddick,RB69,221.3
Mohamed Sanu Sr.,WR75,223.0
Branden Oliver,RB70,223.0
Sebastian Janikowski,K8,224.7
Chris Johnson,RB71,225.0
Matt Bryant,K9,225.7
Cordarrelle Patterson,RB72,226.7
Brandon McManus,K10,227.0
Chris Polk,RB73,228.7
Robert Griffin III,QB29,230.3
Jaelen Strong,WR76,234.0
Malcom Floyd,WR77,234.7
Maxx Williams,TE27,238.7
Matt Prater,K11,238.7
Greg Zuerlein,K12,239.7
Lance Dunbar,RB74,241.7
Stevan Ridley,RB75,242.3
Cecil Shorts,WR78,244.7
Marqise Lee,WR79,246.3
Cincinnati Bengals DST,DST17,248.0
Javorius Allen,RB76,249.3
Jared Cook,TE28,252.7
Blair Walsh,K13,254.3
Detroit Lions DST,DST18,255.0
Leonard Hankerson,WR80,257.0
Cole Beasley,WR81,257.7
Danny Amendola,WR82,259.0
Lorenzo Taliaferro,RB77,261.3
Jeremy Langford,RB78,261.3
Josh Robinson,RB79,263.3
Ray Rice,RB80,265.7
Dion Lewis,RB81,267.7
Josh Scobee,K14,269.7
Pierre Thomas,RB82,269.7
Zach Zenner,RB83,269.7
Ryan Fitzpatrick,QB30,220.5
Karlos Williams,RB84,274.0
Dustin Hopkins,K15,233.5
Stedman Bailey,WR83,235.5
Tavon Austin,WR84,240.5
Los Angeles Chargers DST,DST19,241.5
Knowshon Moreno,RB85,242.0
Riley Cooper,WR85,242.5
Virgil Green,TE29,287.7
Garrett Hartley,K16,243.5
Robbie Gould,K17,244.5
Nick Toon,WR86,289.3
Justin Hunter,WR87,289.3
Dan Carpenter,K18,246.0
Dallas Cowboys DST,DST20,246.5
Chicago Bears DST,DST21,250.0
Jace Amaro,TE30,297.3
Brian Hoyer,QB31,259.0
Damian Williams,WR88,141.0
Tampa Bay Buccaneers DST,DST22,260.5
Connor Barth,K19,261.0
Greg Jennings,WR89,262.0
Chris Conley,WR90,264.0
Caleb Sturgis,K20,266.0
Matt Cassel,QB32,157.0
Shaun Suisham,K21,269.5
Robert Woods,WR91,270.0
Chris Givens,WR92,163.0
Jordan Norwood,WR93,270.5
Austin Davis,QB33,164.0
Josh McCown,QB34,276.5
Robert Turbin,RB86,276.5
Stefon Diggs,WR94,277.0
Nick Novak,K22,277.5
Brandon Weeden,QB35,178.0
Brock Osweiler,QB36,179.0
Josh Gordon,WR95,279.5
Marcel Reece,RB87,305.0
Geno Smith,QB37,312.3
Andrew Hawkins,WR96,280.0
Josh Brown,K23,281.0
Jarrett Boykin,WR97,312.0
Phil Dawson,K24,282.5
Toby Gerhart,RB88,284.0
Andrew Quarless,TE31,284.0
Mike Nugent,K25,284.5
Miles Austin,WR98,194.0
Brandon Bolden,RB89,286.0
Matt Asiata,RB90,306.5
Randy Bullock,K26,289.0
New York Giants DST,DST23,290.0
Mark Sanchez,QB38,291.0
Chandler Catanzaro,K27,292.5
Kirk Cousins,QB39,293.5
Cleveland Browns DST,DST24,293.5
Pittsburgh Steelers DST,DST25,294.0
Zac Stacy,RB91,295.5
Wes Welker,WR99,214.0
Washington Commanders DST,DST26,296.0
Johnny Manziel,QB40,296.5
Josh Huff,WR100,296.5
San Francisco 49ers DST,DST27,296.5
Ahmad Bradshaw,RB92,217.0
Ryan Mallett,QB41,298.5
Sammie Coates,WR101,221.0
Mychal Rivera,TE32,299.5
Scott Chandler,TE33,299.5
Jimmy Clausen,QB42,225.0
Harry Douglas,WR102,302.0
Nick Folk,K28,302.0
Damien Williams,RB93,303.0
Trent Richardson,RB94,303.5
Cairo Santos,K29,305.0
Kenjon Barner,RB95,236.0
Jimmy Garoppolo,QB43,236.0
Juwan Thompson,RB96,307.0
Brian Hartline,WR103,307.0
Jacquizz Rodgers,RB97,311.0
Graham Gano,K30,311.0
Anthony Dixon,RB98,248.0
Ka'Deem Carey,RB99,313.5
Bryce Brown,RB100,253.0
Jermaine Kearse,WR104,319.0
Jacksonville Jaguars DST,DST28,320.5
Jarryd Hayne,RB101,321.0
Josh Lambo,K31,321.5
Nate Washington,WR105,322.0
Niles Paul,TE34,267.0
Kamar Aiken,WR106,322.5
Jacob Tamme,TE35,322.5
Benny Cunningham Jr.,RB102,323.5
Justin Hardy,WR107,325.5
Justin Blackmon,WR108,276.0
Travaris Cadet,RB103,349.0
Kyle Brindza,K32,282.0
Benjamin Watson,TE36,332.5
Marquess Wilson,WR109,333.0
New Orleans Saints DST,DST29,333.0
Crockett Gillmore,TE37,333.0
Bruce Miller,TE38,290.0
De'Anthony Thomas,WR110,292.0
Andre Holmes,WR111,340.5
Rex Burkhead,RB104,305.0
Hakeem Nicks,WR112,341.5
Ben Tate,RB105,308.0
Clive Walford,TE39,308.0
Fozzy Whittaker,RB106,309.0
Dri Archer,RB107,344.0
Andrew Franks,K33,311.0
Marlon Brown,WR113,345.0
Bilal Powell,RB108,345.0
Kyle Juszczyk,RB109,313.0
Jordan Todman,RB110,317.0
E.J. Manuel,QB44,317.0
Zach Hocker,K34,347.5
Antone Smith,RB111,376.0
Jerricho Cotchery,WR114,356.0
Tim Tebow,TE40,326.0
Aaron Dobson,WR115,328.0
Erik Lorig,RB112,330.0
John Kuhn,RB113,331.0
Gary Barnidge,TE41,354.5
Mike Tolbert,RB114,370.0
Las Vegas Raiders DST,DST30,332.0
MyCole Pruitt,TE42,332.0
Devin Smith,WR116,355.0
Henry Hynoski,RB115,334.0
Gavin Escobar,TE43,356.0
Griff Whalen,WR117,335.0
Jeff Maehl,WR118,336.0
DeAndre Smelter,WR119,337.0
Rob Housler,TE44,358.0
Corey Brown,WR120,366.0
Dexter McCluster,RB116,362.0
Atlanta Falcons DST,DST31,359.5
Quinton Patton,WR121,342.0
Ricardo Lockette,WR122,343.0
Travis Benjamin,WR123,343.0
Jermaine Gresham,TE45,346.0
Bernard Pierce,RB117,348.0
Jarius Wright,WR124,363.0
Bobby Rainey,RB118,350.0
Tennessee Titans DST,DST32,351.0
Chris Hogan,WR125,352.0
Chris Matthews,WR126,353.0
Jamison Crowder,WR127,353.0
Darren Waller,TE46,356.0
Tim Wright,TE47,357.0
Brent Celek,TE48,368.0
Taylor Gabriel,WR128,359.0
Paul Richardson Jr.,WR129,360.0
Rod Streater,WR130,386.0
Mike Davis,RB119,362.0
Dennis Pitta,TE49,377.0
Jeff Cumberland,TE50,365.0
Terrelle Pryor Sr.,WR131,367.0
Colt McCoy,QB45,374.0
Garrett Graham,TE51,382.5
Jordan Gay,K35,377.0
Marcedes Lewis,TE52,402.5
Mike Glennon,QB46,378.0
Michael Dyer,RB120,380.0
Billy Cundiff,K36,381.0
Will Johnson,RB121,382.0
Tyler Kroft,TE53,383.0
Antonio Andrews,RB122,385.0
Brandon Pettigrew,TE54,386.0
Lance Kendricks,TE55,387.0
Devin Hester,WR132,388.0
Luke Willson,TE56,392.0
Kris Brown,K37,394.0
Greg Salas,WR133,395.0
Brandon Myers,TE57,396.0
Lance Moore,WR134,398.0
Landry Jones,QB47,399.0
Corey Fuller,WR135,400.0
AJ McCarron,QB48,401.0
Derek Anderson,QB49,402.0
Blaine Gabbert,QB50,403.0
Drew Stanton,QB51,404.0
Chase Daniel,QB52,405.0
Zach Mettenberger,QB53,406.0
Christian Ponder,QB54,407.0
Shaun Hill,QB55,408.0
Chad Henne,QB56,410.0
Ryan Succop,K38,411.0
Kai Forbath,K39,413.0
Travis Coons,K40,415.0
Dan Gronkowski,TE58,416.0
Dion Sims,TE59,417.0
Patrick Murray,K41,418.0
Carey Spear,K42,419.0
Andre Roberts,WR136,420.0
Jeremy Kerley,WR137,421.0
Louis Murphy,WR138,423.0
Dan Orlovsky,QB57,424.0
Darren Fells,TE60,425.0
Levine Toilolo,TE61,426.0
Troy Niklas,TE62,427.0
Tyler Clutts,RB123,430.0
Anthony Fasano,TE63,431.0
James Casey,TE64,432.0
Darrel Young,RB124,433.0
Derrick Coleman,RB125,435.0
Albert Wilson,WR139,436.0
Jason Avant,WR140,437.0
Preston Parker,WR141,438.0
