name,position,adp
Wil Lutz,K4,141.5
Dion Lewis,RB47,142.5
Greg Olsen,TE13,143.3
DK Metcalf,WR51,144.7
Adrian Peterson,RB48,145.5
Kyle Rudolph,TE14,146.2
Kirk Cousins,QB18,146.2
Stephen Gostkowski,K5,146.3
Mark Andrews,TE15,146.3
Justin Jackson,RB49,146.8
Tyrell Williams,WR52,147.5
Mitchell Trubisky,QB19,147.5
Keke Coutee,WR53,148.5
Darwin Thompson,RB50,148.7
Anthony Miller,WR54,148.7
Ronald Jones II,RB51,149.2
T.J. Hockenson,TE16,153.0
Carlos Hyde,RB52,155.7
Denver Broncos DST,DST7,155.7
Nyheim Hines,RB53,156.3
Jordan Reed,TE17,156.3
Ka'imi Fairbairn,K6,157.2
Jamison Crowder,WR55,157.5
New England Patriots DST,DST8,159.5
John Brown,WR56,161.2
Cleveland Browns DST,DST9,163.2
Houston Texans DST,DST10,163.5
Justice Hill,RB54,163.7
Jimmy Garoppolo,QB20,165.3
Mecole Hardman Jr.,WR57,170.3
Josh Allen,QB21,171.5
Robbie Gould,K7,172.8
Damien Harris,RB55,174.5
Alexander Mattison,RB56,176.7
Dallas Cowboys DST,DST11,176.7
Mohamed Sanu Sr.,WR58,177.5
Derek Carr,QB22,178.0
Philadelphia Eagles DST,DST12,179.7
Matthew Stafford,QB23,188.2
Darren Waller,TE18,189.0
Sam Darnold,QB24,190.3
Deebo Samuel Sr.,WR59,194.3
Trey Burton,TE19,144.2
Jake Elliott,K8,196.0
Buffalo Bills DST,DST13,196.7
Seattle Seahawks DST,DST14,198.5
Michael Badgley,K9,200.0
Mason Crosby,K10,200.8
Cole Beasley,WR60,201.2
Ito Smith,RB57,295.2
Jimmy Graham,TE20,157.6
Demaryius Thomas,WR61,207.0
New Orleans Saints DST,DST15,162.8
Brett Maher,K11,210.3
N'Keal Harry,WR62,163.6
Jason Myers,K12,221.3
Ty Montgomery II,RB58,226.3
Adam Humphries,WR63,187.2
Marquise Goodwin,WR64,250.2
Jack Doyle,TE21,191.2
Hollywood Brown,WR65,191.6
Jalen Richard,RB59,193.2
Tre'Quan Smith,WR66,328.8
Kansas City Chiefs DST,DST16,195.8
Pittsburgh Steelers DST,DST17,197.0
Jason Witten,TE22,197.0
Kenny Stills,WR67,197.8
Noah Fant,TE23,197.8
Nick Foles,QB25,204.6
C.J. Anderson,RB60,206.2
Giovani Bernard,RB61,207.6
Dallas Goedert,TE24,208.2
Adam Vinatieri,K13,208.8
Albert Wilson,WR68,208.8
Randall Cobb,WR69,216.0
Ted Ginn Jr.,WR70,216.2
Tyler Eifert,TE25,216.6
Frank Gore,RB62,220.0
Marcus Mariota,QB26,220.0
Matt Prater,K14,224.2
Devin Funchess,WR71,339.2
DaeSean Hamilton,WR72,230.6
Jacoby Brissett,QB27,233.2
Green Bay Packers DST,DST18,234.4
Tennessee Titans DST,DST19,235.4
Chris Herndon IV,TE26,349.0
Aldrick Rosas,K15,242.2
San Francisco 49ers DST,DST20,243.4
Joe Flacco,QB28,245.2
Indianapolis Colts DST,DST21,246.0
Chris Thompson,RB63,319.4
Andy Dalton,QB29,246.6
Chris Boswell,K16,247.2
Matt Bryant,K17,248.4
Carolina Panthers DST,DST22,249.4
Parris Campbell,WR73,360.2
Brandon McManus,K18,250.2
DeVante Parker,WR74,365.4
New York Jets DST,DST23,255.0
Malcolm Brown,RB64,367.0
Jamaal Williams,RB65,367.6
Jay Ajayi,RB66,260.2
Mike Davis,RB67,377.2
Stephen Hauschka,K19,274.2
Nelson Agholor,WR75,386.2
Zay Jones,WR76,386.4
Atlanta Falcons DST,DST24,233.5
Dan Bailey,K20,385.0
T.J. Yeldon,RB68,397.4
Paul Richardson Jr.,WR77,247.0
Eli Manning,QB30,248.0
Andy Isabella,WR78,398.6
Taylor Gabriel,WR79,401.4
Benjamin Watson,TE27,255.0
Marqise Lee,WR80,404.0
Phillip Dorsett II,WR81,293.6
Mike Gesicki,TE28,407.6
Rashard Higgins,WR82,398.8
Danny Amendola,WR83,409.2
Daniel Jones,QB31,263.3
Washington Commanders DST,DST25,409.8
Detroit Lions DST,DST26,406.6
A.J. Brown,WR84,403.0
Rex Burkhead,RB69,408.4
Hunter Renfrow,WR85,266.5
Dare Ogunbowale,RB70,405.3
J.J. Arcega-Whiteside,WR86,404.8
Chase Edmonds,RB71,407.8
Jalen Hurd,WR87,269.5
Ryan Succop,K21,418.4
Dwayne Haskins,QB32,406.3
Gerald Everett,TE29,426.8
Ryquell Armstead,RB72,422.8
Quincy Enunwa,WR88,424.0
Giorgio Tavecchio,K22,429.0
Miles Boykin,WR89,427.8
Josh Lambo,K23,292.5
Irv Smith Jr.,TE30,418.3
Gus Edwards,RB73,433.0
Preston Williams,WR90,437.8
New York Giants DST,DST27,254.0
Jakobi Meyers,WR91,443.3
Eddy Pineiro,K24,258.3
Trey Quinn,WR92,444.5
Antonio Callaway,WR93,444.5
Willie Snead IV,WR94,449.0
Ian Thomas,TE31,439.5
Ryan Fitzpatrick,QB33,446.3
Las Vegas Raiders DST,DST28,280.0
Miami Dolphins DST,DST29,282.0
David Moore,WR95,463.3
Dez Bryant,WR96,286.3
Demarcus Robinson,WR97,286.7
John Ross,WR98,466.8
Marshawn Lynch,RB74,292.0
Matt LaCosse,TE32,465.5
Dustin Hopkins,K25,295.0
Wayne Gallman Jr.,RB75,471.0
Robert Foster,WR99,481.0
Joey Slye,K26,297.0
Alfred Morris,RB76,480.0
Jason Sanders,K27,303.3
Matt Gay,K28,495.7
Dontrell Hilliard,RB77,497.3
Jesse James,TE33,313.3
Arizona Cardinals DST,DST30,492.3
Chris Hogan,WR100,316.3
Taysom Hill,TE34,318.7
Antonio Gates,TE35,260.5
Austin Seibert,K29,494.0
Benny Snell Jr.,RB78,505.0
Christian Wade,RB79,262.5
Tampa Bay Buccaneers DST,DST31,265.0
Darren Sproles,RB80,492.5
Zane Gonzalez,K30,329.7
Josh Rosen,QB34,519.0
KeeSean Johnson,WR101,518.3
Darius Jackson,RB81,291.0
Josh Doctson,WR102,527.7
Riley Ridley,WR103,292.0
Jordan Thomas,TE36,528.7
DJ Chark Jr.,WR104,530.3
Greg Joseph,K31,349.3
D'Onta Foreman,RB82,350.7
Case Keenum,QB35,535.7
James Develin,RB83,304.0
Travis Benjamin,WR105,525.0
Chris Conley,WR106,538.7
Alfred Blue,RB84,537.0
Cameron Brate,TE37,532.0
Cincinnati Bengals DST,DST32,312.5
Michael Crabtree,WR107,535.7
Kelvin Harmon,WR108,564.0
Blake Jarwin,TE38,319.0
Chris Moore,WR109,566.5
Cordarrelle Patterson,RB85,319.5
Tyler Higbee,TE39,321.5
Brian Hill,RB86,566.0
Will Dissly,TE40,550.0
Breshad Perriman,WR110,552.3
Cameron Artis-Payne,RB87,581.5
Gunner Olszewski,WR111,329.5
Daniel Carlson,K32,545.7
C.J. Uzomah,TE41,540.0
Jakeem Grant Sr.,WR112,332.0
Jake Kumerow,WR113,335.0
Ricky Seals-Jones,TE42,335.0
Blake Bortles,QB36,335.0
Devine Ozigbo,RB88,598.5
LeGarrette Blount,RB89,336.5
Keelan Doss,WR114,229.0
Terry McLaurin,WR115,558.7
Jazz Ferguson,WR116,231.0
Dexter Williams,RB90,615.5
Damion Willis,WR117,341.0
Theo Riddick,RB91,618.5
Nick Novak,K33,238.0
Jay Cutler,QB37,241.0
Damon Sheehy-Guiseppi,WR118,241.0
Nathan Peterman,QB38,242.0
Taylor Bertolet,K34,247.0
Alex Barnes,RB92,346.5
Darrel Williams,RB93,458.0
Brandon Marshall,WR119,250.0
Vernon Davis,TE43,554.7
Chandler Catanzaro,K35,348.5
Geoff Swaim,TE44,605.5
Mike Thomas,WR120,252.0
Bruce Anderson III,RB94,504.0
Sam Bradford,QB39,255.0
Lil'Jordan Humphrey,WR121,257.0
Maurice Harris,WR122,487.0
Josh Hill,TE45,352.5
Max McCaffrey,WR123,260.0
Cody Parkey,K36,262.0
Jonnu Smith,TE46,354.0
C.J. Conrad,TE47,263.0
Robert Griffin III,QB40,354.5
Qadree Ollison,RB95,632.0
Trayveon Williams,RB96,624.5
Blake Bell,TE48,267.0
Glenn Gronkowski,RB97,268.0
Jake Butt,TE49,269.0
Tavon Austin,WR124,358.0
Matt Barkley,QB41,271.0
Anthony Fasano,TE50,272.0
Connor Barth,K37,359.0
Younghoe Koo,K38,273.0
Anthony Johnson,DT1,274.0
Tyree Jackson,TE51,275.0
Tyre Brady,WR125,277.0
Josh Reynolds,WR126,553.0
Matt Forte,RB98,281.0
Nick Vannett,TE52,363.5
Trace McSorley,QB42,364.0
Mike Nugent,K39,283.0
Damarea Crockett,RB99,642.0
Brandon Tate,WR127,285.0
Wendell Smallwood,RB100,365.5
Kaare Vedvik,K40,287.0
J.J. Jones,WR128,290.0
Emmanuel Butler,WR129,291.0
Nick Fitzgerald,QB43,292.0
Eddie Lacy,RB101,294.0
Martellus Bennett,TE53,295.0
Carson Palmer,QB44,298.0
Kellen Clemens,QB45,300.0
Deon Cain,WR130,650.0
Blair Walsh,K41,301.0
Ameer Abdullah,RB102,302.0
John Kuhn,RB103,303.0
Myles Gaskin,RB104,624.0
Doug Martin,RB105,540.0
Danny Woodhead,RB106,313.0
DeMarco Murray,RB107,314.0
Russell Shepard,WR131,380.0
Jace Sternberger,TE54,315.0
Anthony Sherman,RB108,316.0
Hayden Hurst,TE55,656.5
Nick Folk,K42,318.0
De'Anthony Thomas,WR132,319.0
Taywan Taylor,WR133,427.0
Derek Watt,RB109,320.0
,1,320.0
Jamaal Charles,RB110,321.0
Isaac Zico,WR134,321.0
Kenny Britt,WR135,322.0
Chad Beebe,WR136,632.0
Diontae Johnson,WR137,658.5
Sam Ficken,K43,324.0
Alex Collins,RB111,399.5
Demetrius Harris,TE56,325.0
Devontae Booker,RB112,634.0
Chris Johnson,RB113,326.0
Jaron Brown,WR138,633.0
Michael Hoomanawanui,TE57,327.0
Corey Clement,RB114,657.0
Bilal Powell,RB115,664.5
James O'Shaughnessy,TE58,330.0
Eric Decker,WR139,331.0
Joshua Dobbs,QB46,388.5
Brandon LaFell,WR140,332.0
Brent Celek,TE59,334.0
Spencer Ware,RB116,480.5
Louis Murphy,WR141,336.0
Kyle Juszczyk,RB117,653.0
Roberto Aguayo,K44,337.0
Kendrick Bourne,WR142,402.0
Zach Zenner,RB118,407.0
Dalton Schultz,TE60,339.0
Devin Gray,WR143,339.0
Lucky Whitehead,WR144,410.0
Nick Rose,K45,341.0
Ryan Griffin,TE61,342.0
Kelvin McKnight,WR145,343.0
Ryan Izzo,TE62,344.0
Darren McFadden,RB119,345.0
Keelan Cole Sr.,WR146,606.0
Lance Kendricks,TE63,347.0
Alonzo Harris,RB120,348.0
Pharoh Cooper,WR147,348.0
Terry Godwin,WR148,349.0
Chester Rogers,WR149,516.5
Joe Banyard,RB121,350.0
Virgil Green,TE64,351.0
Jordan Matthews,WR150,507.0
Xavier Grimble,TE65,352.0
Ed Dickson,TE66,353.0
Jarius Wright,WR151,659.5
Seth Roberts,WR152,521.0
Andre Roberts,WR153,355.0
John Ursua,WR154,356.0
Tajae Sharpe,WR155,618.0
C.J. Ham,RB122,357.0
Laquon Treadwell,WR156,406.5
Kai Forbath,K46,359.0
Isaiah McKenzie,WR157,468.5
Matt Cassel,QB47,360.0
Drew Lock,QB48,653.5
Adam Shaheen,TE67,361.0
Randy Bullock,K47,617.0
Travis Coons,K48,362.0
Kapri Bibbs,RB123,472.0
Jaeden Graham,TE68,363.0
Chris Matthews,WR158,475.0
Ray-Ray McCloud III,WR159,364.0
Jordan Wilkins,RB124,682.0
Algernon Brown,RB125,365.0
Kelvin Benjamin,WR160,366.0
Mike Wallace,WR161,367.0
Zach Pascal,WR162,580.0
Patrick Murray,K49,368.0
Aaron Ripkowski,RB126,369.0
Tim Patrick,WR163,511.5
Rhett Ellison,TE69,370.0
Byron Pringle,WR164,371.0
Aldrick Robinson,WR165,474.0
Don Jackson,RB127,373.0
Trevor Davis,WR166,375.0
Tra Carson,RB128,376.0
Ryan Tannehill,QB49,665.0
Brandon Bolden,RB129,377.0
Julius Thomas,TE70,378.0
Dri Archer,RB130,378.0
Teddy Bridgewater,QB50,379.0
C.J. Beathard,QB51,434.5
Caleb Sturgis,K50,380.0
Elliott Fry,K51,380.0
Matt Jones,RB131,382.0
Reggie Bonnafon,RB132,681.0
Jeremy Sprinkle,TE71,383.0
Chris Ivory,RB133,466.0
Zach Line,RB134,384.0
Braxton Miller,WR167,385.0
John Phillips,TE72,386.0
Jordan Scarlett,RB135,693.0
Zach Gentry,TE73,387.0
Andy Jones,WR168,388.0
Jaydon Mickens,WR169,654.5
Matthew Slater,WR170,389.0
Corey Acosta,K52,390.0
Orleans Darkwa,RB136,391.0
Olamide Zaccheaus,WR171,391.0
Hunter Sharp,WR172,631.0
Geno Smith,QB52,393.0
Jacob Dolegala,QB53,393.0
Dwayne Washington,RB137,394.0
Terrelle Pryor Sr.,WR173,431.0
Mike Tolbert,RB138,395.0
Tremon Smith,CB1,396.0
Jordan Veasy,WR174,396.0
Austin Carr,WR175,398.0
Devonte Boyd,WR176,398.0
Levine Toilolo,TE74,399.0
Andy Janovich,RB139,400.0
Derek Carrier,TE75,401.0
DeAndre Carter,WR177,447.5
Matt McCrane,K53,402.0
Marcedes Lewis,TE76,403.0
Paxton Lynch,QB54,444.0
Jamize Olawale,RB140,404.0
Joe Webb III,QB55,405.0
DeAndre Washington,RB141,702.5
Danny Vitale,RB142,407.0
Tim Tebow,TE77,408.0
Alex Erickson,WR178,408.0
Tom Savage,QB56,409.0
Cairo Santos,K54,410.0
Robert Tonyan,TE78,411.0
Andrew Franks,K55,412.0
Mark Walton,RB143,706.0
Devin Smith,WR179,413.0
Matt Moore,QB57,414.0
Charles Clay,TE79,430.0
Darius Slayton,WR180,572.5
Andre Ellington,RB144,690.0
Aaron Hernandez,TE80,417.0
Tommy Sweeney,TE81,417.0
Ashton Dulin,WR181,418.0
Troy Fumagalli,TE82,419.0
Chris Blewitt,K56,420.0
C.J. Prosise,RB145,702.0
Marlon Brown,WR182,421.0
Elijhaa Penny,RB146,421.0
Chandler Cox,RB147,422.0
Josh Oliver,TE83,695.5
Bisi Johnson,WR183,423.0
Shane Smith,RB148,424.0
Ty Johnson,RB149,712.5
Quincy Adeboyejo,WR184,426.0
Johnny Manziel,QB58,427.0
DeShone Kizer,QB59,427.0
Chad Kelly,QB60,428.0
Mike Boone,RB150,702.0
Samaje Perine,RB151,429.0
Tyrod Taylor,QB61,446.5
Deon Yelder,TE84,430.0
Will Grier,QB62,588.0
Darrius Heyward-Bey,WR185,432.0
AJ McCarron,QB63,446.0
Ryan Mallett,QB64,433.0
Kevin White,WR186,637.0
Patrick DiMarco,RB152,434.0
Cooper Rush,QB65,440.0
Jacquizz Rodgers,RB153,435.0
Alize Mack,TE85,436.0
Blaine Gabbert,QB66,573.0
Nick Boyle,TE86,437.0
Justin Watson,WR187,499.5
Nick O'Leary,TE87,438.0
Roosevelt Nix,RB154,439.0
Brock Osweiler,QB67,440.0
Drew Stanton,QB68,441.0
Josh Adams,RB155,442.0
Bryce Love,RB156,721.0
Cameron Meredith,WR188,443.0
Cullen Gillaspia,RB157,444.0
Rodney Adams,WR189,445.0
Chase Daniel,QB69,447.0
T.J. Yates,QB70,448.0
Tim Boyle,QB71,449.0
J.J. Nelson,WR190,450.0
Jonathan Stewart,RB158,451.0
Javon Wims,WR191,452.0
Khalfani Muhammad,RB159,453.0
Dwayne Harris,WR192,454.0
Coby Fleener,TE88,456.0
Taquan Mizzell,RB160,457.0
Keith Kirkwood,WR193,458.0
Josh Johnson,QB72,461.0
Elijah Holyfield,RB161,462.0
Torrey Smith,WR194,463.0
D.J. Foster,RB162,465.0
Kamar Aiken,WR195,466.0
E.J. Manuel,QB73,469.0
Jacob Hollister,TE89,470.0
Garrett Dickerson,TE90,471.0
Eli Rogers,WR196,472.0
Chad Henne,QB74,473.0
Braxton Berrios,WR197,474.0
Pierre Garcon,WR198,477.0
Luke Willson,TE91,478.0
Akeem Hunt,RB163,479.0
Noah Brown,WR199,481.0
Daniel Brown,TE92,482.0
Jerell Adams,TE93,483.0
Eric Tomlinson,TE94,484.0
Isaac Whitney,WR200,486.0
LeShun Daniels,RB164,487.0
Connor Cook,QB75,488.0
John Kelly Jr.,RB165,489.0
Jeremy Hill,RB166,491.0
Dan Arnold,TE95,492.0
Matt Schaub,QB76,493.0
Mike Weber,RB167,495.0
Scott Tolzien,QB77,496.0
Brandon Weeden,QB78,497.0
Brandon Zylstra,WR201,498.0
Jeff Heuerman,TE96,499.0
Jarrett Stidham,QB79,501.0
Chris Warren III,RB168,503.0
JoJo Natson,WR202,504.0
Gardner Minshew II,QB80,505.0
Tyrone Swoopes,TE97,506.0
Bo Scarbrough,RB169,507.0
Javorius Allen,RB170,508.0
Niles Paul,TE98,509.0
Joe Williams,RB171,510.0
Austin Seferian-Jenkins,TE99,511.0
Foster Moreau,TE100,512.0
Allen Lazard,WR203,513.0
Garrett Celek,TE101,514.0
Fozzy Whittaker,RB172,515.0
Marcus Johnson,WR204,516.0
Nsimba Webster,WR205,517.0
Troymaine Pope,RB173,518.0
Byron Marshall,RB174,519.0
Garrett Griffin,TE102,520.0
Temarrick Hemingway,TE103,521.0
Brian Hoyer,QB81,522.0
Stevan Ridley,RB175,523.0
Damore'ea Stringfellow,WR206,524.0
Mike White,QB82,525.0
Richard Rodgers,TE104,526.0
Damion Ratley,WR207,527.0
Ben Braunecker,TE105,528.0
Justin Hardy,WR208,529.0
Jeff Wilson Jr.,RB176,530.0
Christian Hackenberg,QB83,531.0
Auden Tate,WR209,532.0
Ryan Finley,QB84,533.0
Joshua Perkins,TE106,534.0
Eric Saubert,TE107,536.0
Brett Hundley,QB85,537.0
Trey Edmunds,RB177,538.0
Kyle Sloter,QB86,539.0
Tion Green,RB178,540.0
Sean Mannion,QB87,541.0
Malcolm Johnson,RB179,542.0
Bobo Wilson,WR210,543.0
Luke Stocker,TE108,544.0
Kyle Allen,QB88,545.0
Trevor Siemian,QB89,546.0
Derrick Coleman,RB180,548.0
Sam Rogers,RB181,550.0
Patrick Laird,RB182,551.0
Caleb Wilson,TE109,552.0
Brice Butler,WR211,553.0
Marquez Williams,RB183,554.0
Darius Jennings,WR212,555.0
Cethan Carter,TE110,556.0
Kaden Smith,TE111,557.0
Kerrith Whyte Jr.,RB184,558.0
Austin Davis,QB90,559.0
Josh Bellamy,WR213,560.0
Keith Smith,RB185,561.0
Quinton Flowers,QB91,563.0
Terrell Watson,RB186,564.0
Jermaine Gresham,TE112,565.0
Duke Williams,S1,566.0
Kelvin Taylor,RB187,567.0
De'Angelo Henderson Sr.,RB188,568.0
Maxx Williams,TE113,569.0
Steven Sims Jr.,WR214,570.0
Brandon Wilds,RB189,571.0
Sean Culkin,TE114,572.0
Mo Alie-Cox,TE115,573.0
Dwayne Allen,TE116,574.0
Travis Homer,RB190,575.0
Terrance Williams,WR215,577.0
Freddie Stevenson,LB1,579.0
Tyler Bray,QB92,580.0
Charles Johnson,WR216,581.0
Taiwan Jones,RB191,583.0
Nick Bellore,LB2,584.0
Tyler Conklin,TE117,585.0
Cedrick Wilson Jr.,WR217,586.0
Akrum Wadley,RB192,588.0
Fitzgerald Toussaint,RB193,589.0
River Cracraft,WR218,590.0
Shane Vereen,RB194,591.0
Malik Turner,WR219,592.0
Mack Hollins,WR220,593.0
Chris Manhertz,TE118,594.0
KhaDarel Hodge,WR221,595.0
David Fluellen,RB195,596.0
Roc Thomas,RB196,597.0
Marcus Lucas,TE119,598.0
Elijah Hood,RB197,599.0
Brittan Golden,WR222,600.0
Jaleel Scott,WR223,601.0
Daurice Fountain,WR224,602.0
Richie James Jr.,WR225,603.0
Keon Hatcher,WR226,604.0
Detrez Newsome,RB198,605.0
Phillip Supernaw,TE120,606.0
Tre Madden,RB199,607.0
Gehrig Dieter,WR227,608.0
Marken Michel,WR228,609.0
Elijah McGuire,RB200,610.0
Trevon Wesco,TE121,611.0
Ryan Switzer,WR229,612.0
Chad Williams,WR230,613.0
Da'Mari Scott,WR231,614.0
Seth DeValve,TE122,615.0
Devin Fuller,WR232,616.0
Garrett Gilbert,QB93,617.0
David Williams,RB201,618.0
Kendall Wright,WR233,619.0
Boston Scott,RB202,620.0
Logan Thomas,TE123,621.0
Marcell Ateman,WR234,622.0
Josh Malone,WR235,623.0
Lee Smith,TE124,624.0
Nick Bawden,RB203,625.0
Mason Schreck,TE125,627.0
Marcus Green,WR236,628.0
Martavis Bryant,WR237,629.0
Juwann Winfree,WR238,630.0
T.J. Jones,WR239,631.0
Eric Weems,WR240,632.0
Derrick Willies,WR241,633.0
Jordan Lasley,WR242,634.0
Brandon Powell,WR243,635.0
Dalyn Dawkins,RB204,636.0
Henry Krieger-Coble,TE126,637.0
Deontay Burnett,WR244,638.0
Justin Davis,RB205,639.0
Easton Stick,QB94,640.0
Gabe Holmes,TE127,641.0
Cam Sims,WR245,642.0
Dontrelle Inman,WR246,643.0
Alex Tanney,QB95,644.0
Dylan Cantrell,WR247,645.0
Landry Jones,QB96,646.0
Isaac Nauta,TE128,647.0
Mack Brown,RB206,648.0
Kerwynn Williams,RB207,650.0
Trent Sherfield Sr.,WR248,651.0
James Williams,RB208,652.0
Nate Sudfeld,QB97,653.0
Cody Core,WR249,655.0
Jerome Cunningham,TE129,656.0
Nick Williams,WR250,657.0
Jordan Taylor,WR251,658.0
J.D. McKissic,RB209,659.0
Greg Dortch,WR252,660.0
Quadree Henderson,WR253,661.0
Mike Glennon,QB98,662.0
Donnel Pumphrey,RB210,664.0
Dion Sims,TE130,665.0
Bryce Williams,TE131,666.0
Corey Grant,RB211,667.0
Harry Douglas,WR254,668.0
Ryan Hewitt,RB212,670.0
Ricky Ortiz,RB213,671.0
Mason Rudolph,QB99,672.0
Benny Cunningham Jr.,RB214,673.0
Andre Williams,RB215,674.0
Michael Floyd,WR255,675.0
Shaun Wilson,RB216,676.0
Zac Brooks,RB217,677.0
Geremy Davis,WR256,679.0
Charone Peake,WR257,680.0
Jehu Chesson,WR258,681.0
Drew Sample,TE132,682.0
Alonzo Russell,WR259,683.0
Alex Armah Jr.,RB218,685.0
Cardale Jones,QB100,686.0
Scott Simonson,TE133,687.0
Gavin Escobar,TE134,689.0
Jordan Leggett,TE135,690.0
Jahad Thomas,RB219,691.0
Danny Etling,QB101,692.0
Tommy Bohanon,RB220,693.0
Jeff Cumberland,TE136,694.0
Terron Ward,RB221,695.0
Robert Kelley,RB222,696.0
Paul Perkins,RB223,697.0
Rico Gathers,TE137,698.0
Christine Michael,RB224,699.0
David Morgan II,TE138,700.0
Cameron Batson,WR260,701.0
Anthony Firkser,TE139,702.0
Chris Lacy,WR261,703.0
Keenan Reynolds,WR262,704.0
Ifeanyi Momah,TE140,705.0
Jhurell Pressley,RB225,706.0
Jalston Fowler,RB226,707.0
Michael Clark,WR263,708.0
Robert Turbin,RB227,709.0
Branden Oliver,RB228,711.0
Riley McCarron,WR264,712.0
Russell Hansbrough,RB229,713.0
Neal Sterling,TE141,714.0
James Hanna,TE142,715.0
Logan Paulsen,TE143,717.0
Devon Cajuste,WR265,718.0
Brian Parker,TE144,719.0
Johnny Holton,WR266,720.0
C.J. Fiedorowicz,TE145,721.0
Malcolm Mitchell,WR267,722.0
