name,position,adp
Jerick McKinnon,RB50,147.8
Christine Michael,RB51,148.8
Zach Miller,TE18,150.5
DeAndre Washington,RB52,152.3
Alfred Morris,RB53,153.0
Marcus Mariota,QB17,153.3
Denver Broncos DST,DST1,97.7
Rishard Matthews,WR55,154.0
Andy Dalton,QB18,154.0
Tyler Boyd,WR56,154.5
Matt Ryan,QB19,155.3
Justin Tucker,K3,157.0
Steve Smith,WR57,157.0
Chris Hogan,WR58,159.5
Graham Gano,K4,160.3
James Starks,RB54,160.3
Chandler Catanzaro,K5,161.3
Seattle Seahawks DST,DST2,109.0
Arizona Cardinals DST,DST3,111.0
William Fuller V,WR59,164.5
Ryan Tannehill,QB20,165.5
Dorial Green-Beckham,WR60,167.3
Terrance West,RB55,168.5
Mike Wallace,WR61,168.8
Carolina Panthers DST,DST4,119.7
Dan Bailey,K6,173.8
Pierre Garcon,WR62,174.0
Chris Johnson,RB56,176.0
Mason Crosby,K7,177.0
Kenny Stills,WR63,179.3
Virgil Green,TE19,180.0
Brandon McManus,K8,181.0
Terrelle Pryor Sr.,WR64,184.8
Ryan Fitzpatrick,QB21,185.3
Kenneth Dixon,RB57,185.5
Ted Ginn Jr.,WR65,185.8
Houston Texans DST,DST5,141.7
Laquon Treadwell,WR66,142.0
Dak Prescott,QB22,187.0
Kansas City Chiefs DST,DST6,144.3
Victor Cruz,WR67,192.0
Robert Griffin III,QB23,194.0
Minnesota Vikings DST,DST7,154.3
Sammie Coates,WR68,156.3
Chris Thompson,RB58,161.7
Charles Clay,TE20,162.0
Los Angeles Rams DST,DST8,162.3
Austin Seferian-Jenkins,TE21,163.7
C.J. Prosise,RB59,164.7
Brock Osweiler,QB24,205.8
New England Patriots DST,DST9,170.3
Javorius Allen,RB60,172.7
Ladarius Green,TE22,175.3
Cincinnati Bengals DST,DST10,177.3
Adam Vinatieri,K9,178.0
New York Jets DST,DST11,179.3
Blair Walsh,K10,181.3
Charcandrick West,RB61,185.7
Clive Walford,TE23,186.3
Las Vegas Raiders DST,DST12,195.7
Jordan Howard,RB62,197.0
Cairo Santos,K11,198.3
Green Bay Packers DST,DST13,199.7
Buffalo Bills DST,DST14,199.7
Philadelphia Eagles DST,DST15,200.7
Jesse James,TE24,202.7
Jordan Cameron,TE25,203.0
Joe Flacco,QB25,204.3
Kendall Wright,WR69,204.7
Nelson Agholor,WR70,205.7
Terrance Williams,WR71,205.7
Josh Ferguson,RB63,206.3
Kyle Rudolph,TE26,206.3
C.J. Spiller,RB64,208.0
Anquan Boldin,WR72,208.3
Wendell Smallwood,RB65,209.0
Breshad Perriman,WR73,209.3
Sebastian Janikowski,K12,210.0
Josh Doctson,WR74,211.0
Eli Rogers,WR75,211.0
Chris Boswell,K13,212.7
Trevor Siemian,QB26,214.0
Jaelen Strong,WR76,215.0
Shaun Draughn,RB66,215.7
Tyler Gaffney,RB67,217.3
Darren McFadden,RB68,218.3
Paul Perkins,RB69,218.7
Vance McDonald,TE27,218.7
Robert Kelley,RB70,218.7
Jay Cutler,QB27,221.7
Davante Adams,WR77,222.7
Charles Johnson,WR78,223.3
Tim Hightower,RB71,224.3
Keith Marshall,RB72,225.0
Tony Romo,QB28,180.0
Alex Smith,QB29,227.7
Kenjon Barner,RB73,227.7
Karlos Williams,RB74,229.0
Ronnie Hillman,RB75,231.7
Quinton Patton,WR79,233.3
Robert Woods,WR80,234.7
Braxton Miller,WR81,235.3
Matt Prater,K14,235.7
Jamison Crowder,WR82,237.7
Dan Carpenter,K15,196.5
Cameron Artis-Payne,RB76,238.7
Will Tye,TE28,239.3
Malcolm Mitchell,WR83,241.0
Jermaine Kearse,WR84,242.0
Carson Wentz,QB30,243.0
Pittsburgh Steelers DST,DST16,210.0
Danny Amendola,WR85,249.0
Andre Ellington,RB77,249.3
Kenyan Drake,RB78,249.7
Benjamin Watson,TE29,215.5
Justin Hardy,WR86,217.0
Zach Zenner,RB79,252.7
Benny Cunningham Jr.,RB80,254.7
Brandon LaFell,WR87,254.7
Sam Bradford,QB31,255.0
Pharoh Cooper,WR88,255.7
Tyler Higbee,TE30,256.3
Lance Dunbar,RB81,225.0
Jacob Tamme,TE31,274.3
Jonathan Williams,RB82,259.3
New York Giants DST,DST17,229.0
Cameron Brate,TE32,260.7
Richard Rodgers,TE33,263.0
Bruce Ellington,WR89,234.5
Jimmy Garoppolo,QB32,286.0
Reggie Bush,RB83,264.7
Marqise Lee,WR90,240.5
Kenny Britt,WR91,268.3
Rueben Randle,WR92,242.0
Tyler Ervin,RB84,269.0
Hunter Henry,TE34,281.7
Chris Conley,WR93,270.0
J.J. Nelson,WR94,273.0
Robert Turbin,RB85,273.0
Ka'Deem Carey,RB86,250.0
Blaine Gabbert,QB33,274.0
Larry Donnell,TE35,250.5
Jeff Janis,WR95,251.0
Jace Amaro,TE36,288.0
Jerell Adams,TE37,292.0
Alfred Blue,RB87,253.5
Mike Gillislee,RB88,278.7
Teddy Bridgewater,QB34,257.5
Brandon Coleman,WR96,259.0
Paxton Lynch,QB35,302.0
Cole Beasley,WR97,283.0
Tyler Kroft,TE38,332.5
Seth Roberts,WR98,284.7
Alex Collins,RB89,266.5
Andre Johnson,WR99,269.0
Crockett Gillmore,TE39,271.0
Tyrell Williams,WR100,290.3
Antonio Andrews,RB90,275.0
Jared Goff,QB36,319.0
Jacksonville Jaguars DST,DST18,374.5
Daniel Lasco,RB91,280.5
DeAndre Smelter,WR101,242.0
Jared Abbrederis,WR102,282.0
Eddie Royal,WR103,282.0
Khiry Robinson,RB92,284.0
D.J. Foster,RB93,284.5
Roberto Aguayo,K16,385.5
Josh Brown,K17,385.5
Washington Commanders DST,DST19,385.0
Darrius Heyward-Bey,WR104,288.0
James Jones,WR105,288.0
Robbie Gould,K18,390.5
Tre Mason,RB94,291.0
Nick Novak,K19,394.5
Matt Bryant,K20,393.5
Mike Thomas,WR106,296.0
Baltimore Ravens DST,DST20,389.5
Steve Johnson,WR107,264.0
Dexter McCluster,RB95,294.0
Austin Hooper,TE40,323.0
Trent Richardson,RB96,273.0
Maxx Williams,TE41,332.0
Stevan Ridley,RB97,298.0
Knile Davis,RB98,298.5
Nate Washington,WR108,299.5
Andre Williams,RB99,278.0
Miami Dolphins DST,DST21,396.0
Josh Lambo,K21,401.0
Marquess Wilson,WR109,281.0
Colin Kaepernick,QB37,342.5
Dwayne Washington,RB100,283.0
Connor Barth,K22,406.5
Leonte Carroo,WR110,304.5
Mike Nugent,K23,403.0
Case Keenum,QB38,285.0
Tampa Bay Buccaneers DST,DST22,402.0
Kyle Juszczyk,RB101,304.0
Mike Tolbert,RB102,304.0
Indianapolis Colts DST,DST23,411.0
Detroit Lions DST,DST24,402.0
Dallas Cowboys DST,DST25,412.5
David Cobb,RB103,289.0
Dontrelle Inman,WR111,305.5
Chicago Bears DST,DST26,407.0
San Francisco 49ers DST,DST27,410.5
Brian Quick,WR112,291.0
Tennessee Titans DST,DST28,415.5
Los Angeles Chargers DST,DST29,416.5
Atlanta Falcons DST,DST30,293.0
Cleveland Browns DST,DST31,294.0
Kelvin Taylor,RB104,294.0
New Orleans Saints DST,DST32,295.0
Roddy White,WR113,316.0
Harry Douglas,WR114,329.0
T.J. Jones,WR115,297.0
Jason Myers,K24,414.5
Dustin Hopkins,K25,415.5
Cecil Shorts,WR116,330.0
Denard Robinson,RB105,300.0
Dwayne Harris,WR117,320.5
Jonathan Grimes,RB106,322.0
Andrew Hawkins,WR118,307.0
Brent Celek,TE42,364.0
Cordarrelle Patterson,RB107,308.0
Mark Sanchez,QB39,358.0
Phil Dawson,K26,418.0
Damien Williams,RB108,310.0
Josh McCown,QB40,372.0
Joique Bell,RB109,311.0
Marques Colston,WR119,312.0
Jacquizz Rodgers,RB110,313.0
Chris Boyd,WR120,339.0
Rashad Greene,WR121,329.5
Orleans Darkwa,RB111,316.0
Josh Huff,WR122,342.0
Jordan Todman,RB112,317.0
Nick Folk,K27,426.5
Ryan Succop,K28,319.0
Greg Zuerlein,K29,424.0
Juwan Thompson,RB113,321.0
Brian Hoyer,QB41,367.5
Seyi Ajirotutu,WR123,322.0
Mario Alford,WR124,323.0
Mike Davis,RB114,324.0
Miles Austin,WR125,326.0
Adam Humphries,WR126,327.0
Jason Avant,WR127,328.0
Quincy Enunwa,WR128,330.0
Matt Asiata,RB115,331.0
Jeremy Kerley,WR129,332.0
Ty Montgomery II,RB116,333.0
Rex Burkhead,RB117,334.0
Roy Helu,RB118,335.0
Fozzy Whittaker,RB119,336.0
Rashard Higgins,WR130,338.0
Jalen Richard,RB120,339.0
Albert Wilson,WR131,340.0
Cody Latimer,WR132,343.0
Marcel Reece,RB121,346.0
Devin Smith,WR133,347.0
Jarius Wright,WR134,348.0
Corey Brown,WR135,349.0
Jaron Brown,WR136,350.0
Paul Richardson Jr.,WR137,351.0
Tavarres King,WR138,352.0
George Atkinson III,RB122,353.0
Rod Streater,WR139,354.0
Bishop Sankey,RB123,355.0
Terrell Watson,RB124,356.0
Fitzgerald Toussaint,RB125,357.0
Brandon Bolden,RB126,358.0
Shaun Hill,QB42,360.0
Troymaine Pope,RB127,363.0
Lorenzo Taliaferro,RB128,364.0
Travaris Cadet,RB129,366.0
Donald Brown,RB130,367.0
Isaiah Pead,RB131,369.0
Fred Jackson,RB132,370.0
Dwayne Bowe,WR140,372.0
Mike James,RB133,373.0
Taiwan Jones,RB134,374.0
Ryan Grant,WR141,375.0
Adam Thielen,WR142,377.0
Chris Polk,RB135,378.0
Jamize Olawale,RB136,379.0
Terron Ward,RB137,380.0
Darius Jackson,RB138,381.0
Chris Moore,WR143,382.0
Stepfan Taylor,RB139,383.0
Dan Herron,RB140,384.0
Brice Butler,WR144,385.0
Robbie Chosen,WR145,386.0
Justin Hunter,WR146,387.0
Marquise Goodwin,WR147,390.0
Ricardo Louis,WR148,392.0
John Crockett,RB141,393.0
Jeff Heuerman,TE43,394.0
Bennie Fowler III,WR149,395.0
Roger Lewis,WR150,397.0
Lance Kendricks,TE44,398.0
Daniel Braverman,WR151,399.0
Brian Hartline,WR152,401.0
Josh Hill,TE45,402.0
Geno Smith,QB43,403.0
Bobby Rainey,RB142,405.0
Vernon Davis,TE46,406.0
Niles Paul,TE47,409.0
Tyreek Hill,WR153,410.0
Daryl Richardson,RB143,411.0
Paul Turner,WR154,412.0
Dennis Pitta,TE48,413.0
Taylor Gabriel,WR155,415.0
Patrick DiMarco,RB144,416.0
Moritz Bohringer,WR156,417.0
Garrett Celek,TE49,418.0
Kenny Bell,WR157,419.0
Jordan Norwood,WR158,420.0
Nick Foles,QB44,422.0
Kenneth Farrow,RB145,423.0
Brandon Burks,RB146,424.0
Jerricho Cotchery,WR159,425.0
Andre Holmes,WR160,426.0
Andre Roberts,WR161,427.0
Dezmin Lewis,WR162,428.0
Louis Murphy,WR163,429.0
Charone Peake,WR164,430.0
Leonard Hankerson,WR165,431.0
Mychal Rivera,TE50,432.0
Quan Bray,WR166,433.0
Chase Daniel,QB45,435.0
Corey Fuller,WR167,436.0
Keshawn Martin,WR168,437.0
Owen Daniels,TE51,438.0
Jordan Payton,WR169,439.0
Aaron Burbridge,WR170,440.0
Demarcus Robinson,WR171,441.0
Devin Hester,WR172,442.0
Matt Cassel,QB46,443.0
Greg Salas,WR173,444.0
Chris Givens,WR174,445.0
Brett Hundley,QB47,446.0
Ryan Mallett,QB48,447.0
E.J. Manuel,QB49,448.0
Luke Willson,TE52,449.0
Aaron Dobson,WR175,450.0
Ryan Griffin,TE53,451.0
Kenbrell Thompkins,WR176,452.0
Darren Fells,TE54,453.0
Devon Cajuste,WR177,454.0
Landry Jones,QB50,455.0
Chad Henne,QB51,457.0
Cody Kessler,QB52,458.0
Sean Mannion,QB53,459.0
AJ McCarron,QB54,460.0
Derek Anderson,QB55,461.0
Jermaine Gresham,TE55,462.0
Colt McCoy,QB56,463.0
Matt Schaub,QB57,464.0
Matt Moore,QB58,465.0
Mike Glennon,QB59,466.0
Kellen Davis,TE56,467.0
Christian Hackenberg,QB60,468.0
Dan Orlovsky,QB61,469.0
Tom Savage,QB62,470.0
MyCole Pruitt,TE57,471.0
Aaron Murray,QB63,472.0
Scott Tolzien,QB64,473.0
Stephen Anderson,TE58,474.0
Brandon Weeden,QB65,475.0
Austin Davis,QB66,476.0
Drew Stanton,QB67,477.0
Scott Chandler,TE59,478.0
Zach Mettenberger,QB68,479.0
Troy Niklas,TE60,480.0
Ryan Nassib,QB69,481.0
Garrett Graham,TE61,482.0
Kellen Moore,QB70,483.0
C.J. Fiedorowicz,TE62,484.0
Garrett Grayson,QB71,485.0
Jack Doyle,TE63,486.0
Trevone Boykin,QB72,487.0
Dion Sims,TE64,488.0
Marcedes Lewis,TE65,489.0
Cardale Jones,QB73,490.0
Blake Bell,TE66,491.0
Kellen Clemens,QB74,492.0
Ed Dickson,TE67,493.0
Luke McCown,QB75,494.0
Seth DeValve,TE68,495.0
Bryce Petty,QB76,496.0
Jeff Cumberland,TE69,497.0
Anthony Fasano,TE70,498.0
Matt McGloin,QB77,499.0
Gavin Escobar,TE71,500.0
Jacoby Brissett,QB78,501.0
Nick Vannett,TE72,502.0
Bruce Gradkowski,QB79,503.0
James O'Shaughnessy,TE73,504.0
Jeff Driskel,QB80,505.0
Brandon Pettigrew,TE74,506.0
Kevin Hogan,QB81,507.0
Demetrius Harris,TE75,508.0
Joe Webb III,QB82,509.0
Logan Paulsen,TE76,510.0
Joel Stave,QB83,511.0
Connor Cook,QB84,512.0
Nate Sudfeld,QB85,513.0
Josh Scobee,K30,534.0
Kai Forbath,K31,538.0
Cody Parkey,K32,539.0
Wil Lutz,K33,542.0
Andrew Franks,K34,543.0
Caleb Sturgis,K35,544.0
