name,position,adp
Jody Fortson Jr.,TE53,413.0
Dede Westbrook,WR150,414.0
Tony Romo,QB50,415.0
Andy Isabella,WR151,416.0
Zay Jones,WR152,417.0
DeeJay Dallas,RB126,418.0
Corey Clement,RB127,419.0
Demetric Felton Jr.,RB128,420.0
Will Dissly,TE54,421.0
Tom Kennedy,WR153,422.0
Kylen Granson,TE55,423.0
Devin Duvernay,WR154,424.0
Noah Gray,TE56,425.0
Gerrid Doaks,RB129,426.0
Simi Fehoko,WR155,427.0
Damoun Patterson,WR156,428.0
Charlie Woerner,TE57,429.0
Greg Joseph,K42,430.0
Pharoh Cooper,WR157,431.0
Kyle Rudolph,TE58,432.0
Jeremy McNichols,RB130,433.0
Brandon Dillon,TE59,434.0
Chad Beebe,WR158,436.0
Taylor Heinicke,QB51,437.0
Trent Sherfield Sr.,WR159,438.0
Davis Mills,QB52,439.0
Durham Smythe,TE60,440.0
Chad Henne,QB53,441.0
Eddy Pineiro,K43,442.0
John Wolford,QB54,443.0
Mike Glennon,QB55,444.0
Rex Burkhead,RB131,445.0
Willie Snead IV,WR160,446.0
Drew Sample,TE61,447.0
Joe Flacco,QB56,448.0
Jacoby Brissett,QB57,449.0
Cornell Powell,WR161,450.0
Harrison Bryant,TE62,451.0
Gardner Minshew II,QB58,452.0
Jacob Hollister,TE63,453.0
